-1.000000000000000000e+01 1.000000000000000000e+05
-9.899497487437185939e+00 1.000000000000000000e+05
-9.798994974874371877e+00 1.000000000000000000e+05
-9.698492462311557816e+00 1.000000000000000000e+05
-9.597989949748743754e+00 1.000000000000000000e+05
-9.497487437185929693e+00 1.000000000000000000e+05
-9.396984924623115631e+00 1.000000000000000000e+05
-9.296482412060301570e+00 1.000000000000000000e+05
-9.195979899497487509e+00 1.000000000000000000e+05
-9.095477386934673447e+00 1.000000000000000000e+05
-8.994974874371859386e+00 1.000000000000000000e+05
-8.894472361809045324e+00 1.000000000000000000e+05
-8.793969849246231263e+00 1.000000000000000000e+05
-8.693467336683417201e+00 1.000000000000000000e+05
-8.592964824120603140e+00 1.000000000000000000e+05
-8.492462311557789079e+00 1.000000000000000000e+05
-8.391959798994975017e+00 1.000000000000000000e+05
-8.291457286432160956e+00 1.000000000000000000e+05
-8.190954773869346894e+00 1.000000000000000000e+05
-8.090452261306532833e+00 1.000000000000000000e+05
-7.989949748743718771e+00 1.000000000000000000e+05
-7.889447236180904710e+00 1.000000000000000000e+05
-7.788944723618090649e+00 1.000000000000000000e+05
-7.688442211055276587e+00 1.000000000000000000e+05
-7.587939698492462526e+00 1.000000000000000000e+05
-7.487437185929648464e+00 1.000000000000000000e+05
-7.386934673366834403e+00 1.000000000000000000e+05
-7.286432160804020342e+00 1.000000000000000000e+05
-7.185929648241206280e+00 1.000000000000000000e+05
-7.085427135678392219e+00 1.000000000000000000e+05
-6.984924623115578157e+00 1.000000000000000000e+05
-6.884422110552764096e+00 1.000000000000000000e+05
-6.783919597989950034e+00 1.000000000000000000e+05
-6.683417085427135973e+00 1.000000000000000000e+05
-6.582914572864321912e+00 1.000000000000000000e+05
-6.482412060301507850e+00 1.000000000000000000e+05
-6.381909547738693789e+00 1.000000000000000000e+05
-6.281407035175879727e+00 1.000000000000000000e+05
-6.180904522613065666e+00 1.000000000000000000e+05
-6.080402010050251604e+00 1.000000000000000000e+05
-5.979899497487436655e+00 1.000000000000000000e+05
-5.879396984924622593e+00 1.000000000000000000e+05
-5.778894472361808532e+00 1.000000000000000000e+05
-5.678391959798994471e+00 1.000000000000000000e+05
-5.577889447236180409e+00 1.000000000000000000e+05
-5.477386934673366348e+00 1.000000000000000000e+05
-5.376884422110552286e+00 1.000000000000000000e+05
-5.276381909547738225e+00 1.000000000000000000e+05
-5.175879396984924163e+00 1.000000000000000000e+05
-5.075376884422110102e+00 1.000000000000000000e+05
-4.974874371859296041e+00 1.000000000000000000e+05
-4.874371859296481979e+00 1.000000000000000000e+05
-4.773869346733667918e+00 1.000000000000000000e+05
-4.673366834170853856e+00 1.000000000000000000e+05
-4.572864321608039795e+00 1.000000000000000000e+05
-4.472361809045225733e+00 1.000000000000000000e+05
-4.371859296482411672e+00 1.000000000000000000e+05
-4.271356783919597611e+00 1.000000000000000000e+05
-4.170854271356783549e+00 1.000000000000000000e+05
-4.070351758793969488e+00 1.000000000000000000e+05
-3.969849246231155426e+00 1.000000000000000000e+05
-3.869346733668341365e+00 1.000000000000000000e+05
-3.768844221105527303e+00 1.000000000000000000e+05
-3.668341708542713242e+00 9.773625720574280422e+04
-3.567839195979899181e+00 9.470454026471888938e+04
-3.467336683417085119e+00 9.175379056194085570e+04
-3.366834170854271058e+00 8.888219804164278321e+04
-3.266331658291456996e+00 8.608798516551293142e+04
-3.165829145728642935e+00 8.336940647258135141e+04
-3.065326633165828873e+00 8.072474814309674548e+04
-2.964824120603014812e+00 7.815232756637560669e+04
-2.864321608040200751e+00 7.565049291260300379e+04
-2.763819095477386689e+00 7.321762270856820396e+04
-2.663316582914572628e+00 7.085212541731796227e+04
-2.562814070351758566e+00 6.855243902170704678e+04
-2.462311557788944505e+00 6.631703061182911915e+04
-2.361809045226130443e+00 6.414439597631073411e+04
-2.261306532663316382e+00 6.203305919744815037e+04
